,Source Name,Author,Title,Description,URL,Published At,Content
126,The A.V. Club,The A.V. Club Bot,"The week in film: Ridley Scott's movies ranked, Best Actress contenders revealed","it’s been nearly five decades since ridley scott’s first feature film, the duellists, hit theaters, and now, even well into his 80s, the legendary filmmaker shows no signs of slowing. napoleon, his latest feature, is as grand and intense as anything else in h…",https://www.avclub.com/the-week-in-film-ridley-scotts-movies-ranked-best-act-1851046379,2023-11-26T16:40:00Z,"Its been nearly five decades since Ridley Scotts first feature film, The Duellists, hit theaters, and now, even well into his 80s, the legendary filmmaker shows no signs of slowing. Napoleon, his lat… [+5764 chars]"
127,Zacjohnson.com,Zac Johnson,Cameron Herrin Net Worth – How Much is Herrin Worth?,"cameron herrin, a tiktok celebrity and social media influencer, has amassed a net worth of $1 million as of 2023. his wealth primarily comes from his social media presence and involvement in drag racing. despite his financial success, it is important to ackno…",https://zacjohnson.com/cameron-herrin-net-worth/,2023-12-03T08:16:14Z,"Cameron Herrin, a TikTok celebrity and social media influencer, has amassed a net worth of $1 million as of 2023. His wealth primarily comes from his social media presence and involvement in drag rac… [+22995 chars]"
128,Screen Rant,Hannah Gearan,“It Was Easy For Her”: Jennifer Lawrence’s Talent Bothered Some Hunger Games Co-Stars,"the hunger games franchise director breaks down the brilliant central performance from jennifer lawrence, and how it irked some of her co-stars.",https://screenrant.com/hunger-games-jennifer-lawrence-talent-co-stars-reaction/,2023-11-13T15:44:10Z,"Summary
<ul><li> Jennifer Lawrence's ability to switch between lightheartedness and intense character moments in The Hunger Games amazed her director and frustrated some co-stars. </li><li> Lawrence… [+3962 chars]"
129,Internazionale.it,Internazionale,"I film della settimana, scelti da Internazionale",da the old oak di ken loach a hunger games. la ballata dell’usignolo e del serpente di francis lawrence. le recensioni della stampa straniera. leggi,https://www.internazionale.it/magazine/cultura/2023/11/16/recensioni-schermi-film-del-numero-1538-17-11-2023,2023-11-16T15:21:29Z,"The old oak è un tipico film di Ken Loach: schietto, arrabbiato, ideologico, magari non raffinato ma emotivamente travolgente. Siamo nel 2016, anno zero della Brexit, in una cittadina del nordest del… [+722 chars]"
130,Journal du geek,Julie Hay,"Monarch : Legacy of Monsters, premières critiques pour la série Apple TV+","quelques jours avant sa sortie, la nouvelle série apple tv+ s'offre de premières critiques. un nouveau phénomène pour la plateforme ? 
monarch : legacy of monsters, premières critiques pour la série apple tv+",https://www.journaldugeek.com/2023/11/10/monarch-legacy-of-monsters-premieres-critiques-pour-la-serie-apple-tv/,2023-11-10T15:09:11Z,"Ce sera sans doute un jour à marquer d’une pierre blanche pour Apple TV+. Depuis son lancement en novembre 2019, le service de streaming s’était tenu écarté des grandes licences, préférant explorer d… [+3297 chars]"
131,Deadline,anthonypauldalessandro,‘Songbirds & Snakes’ Director Francis Lawrence On Finding Tom Blyth; Lead Star Chats Coriolanus Snow’s Next Steps & Lucy Gray Baird’s Whereabouts – Crew Call Podcast,"warning: this podcast contains spoilers about the ending of lionsgate’s the hunger games: the ballad of songbirds & snakes “in 2015, we thought she was done.” that’s what filmmaker francis lawrence thought about the finale of the $3 billion-plus grossing the …",https://deadline.com/2023/11/hunger-games-songbirds-and-snakes-tom-blyth-francis-lawrence-interview-1235629994/,2023-11-20T19:54:17Z,"Warning: This podcast contains spoilers about the ending of Lionsgate’s The Hunger Games: The Ballad of Songbirds &amp; Snakes
“In 2015, we thought she was done.” 
That’s what filmmaker Francis Law… [+3046 chars]"
132,IGN,Estrella Gomez,La directora de la película Five Nights at Freddy's asegura que los animatrónicos llegaron a moverse solos,"¿cosa de brujería?
emma tammi ha revelado que en la producción de five nights at freddy's pasó algo extraño: los animatrónicos hicieron ciertos movimientos solos.",https://es.ign.com/five-nights-at-freddys/195713/news/la-directora-de-la-pelicula-five-nights-at-freddys-asegura-que-los-animatronicos-llegaron-a-moverse,2023-11-04T11:00:30Z,"La esperadísima adaptación de Five Nights at Freddy's por fin ha hecho su debut en los cines. La película llegó a las distintas salas acompañada de críticas mixtas, y mientras las reseñas siguen aume… [+1979 chars]"
133,IGN,Adam Bankhurst,The Hunger Games: The Ballad of Songbirds and Snakes Debuts Atop the Domestic Weekend Box Office,the hunger games: the ballad of songbirds and snakes has won the domestic weekend box office by holding off both trolls band together and the marvels by earning $44.0 million in tickets sales.,https://www.ign.com/articles/the-hunger-games-the-ballad-of-songbirds-and-snakes-debuts-atop-the-domestic-weekend-box-office,2023-11-20T04:22:37Z,"The Hunger Games: The Ballad of Songbirds and Snakes has won the domestic weekend box office by holding off both Trolls Band Together and The Marvels by earning $44.0 million in tickets sales.
As re… [+2348 chars]"
134,Kino.de,Teresa Fongern,Zum heutigen Thanksgiving: Horror-Fans sollten sich diesen Slasher nicht im Kino entgehen lassen,"16 jahre liegen zwischen dem ersten ""fake""-trailer und dem fertigen slasher-film „thanksgiving“ von eli roth...",https://www.kino.de/film/thanksgiving-2023/news/zum-heutigen-thanksgiving-horror-fans-sollten-sich-diesen-slasher-nicht-im-kino-entgehen-lassen/,2023-11-23T08:21:24Z,"16 Jahre liegen zwischen dem ersten „Fake“-Trailer und dem fertigen Slasher-Film „Thanksgiving“ von Eli Roth.
Vor 16 Jahren erschien der erste Trailer zu „Thanksgiving“, damals jedoch nur als nettes… [+5513 chars]"
135,Espinof.com,Pedro Gallego,Más sicarios existenciales que ver si te gusta 'El asesino'. 3 increíbles thrillers disponibles en streaming para hacer doble sesión con la película de David Fincher,"que david fincher estrene película siempre es una gran noticia que celebrar. si su regreso supone también su vuelta al mundo del thriller pulp y oscuro como hace 'el asesino', entonces cualquier celebración es poca. pocos directores tienen tanta habilidad y c…",https://www.espinof.com/listas/sicarios-existenciales-que-ver-te-gusta-asesino-3-increibles-thrillers-disponibles-streaming-para-hacer-doble-sesion-pelicula-david-fincher,2023-11-15T14:31:00Z,"Que David Fincher estrene película siempre es una gran noticia que celebrar. Si su regreso supone también su vuelta al mundo del thriller pulp y oscuro como hace 'El asesino', entonces cualquier cele… [+3772 chars]"
136,Queerty.com,Carson Mlnarik,This horny Josh Hutcherson fan video is now an unhinged meme,this horny josh hutcherson fan video is now an unhinged meme,https://www.queerty.com/this-horny-josh-hutcherson-fan-video-is-now-an-unhinged-meme-20231204,2023-12-04T19:00:00Z,"Josh Hutcherson is many things talented actor, bilingual stud, short king, LGBTQ+ ally. 
And now, a meme.
This is going to take some explaining, so bear with us. But don’t worry, there’s plenty of … [+4007 chars]"
137,Vulture,Kate Lindsay,It’s Giving Thanks: How Online Were You in November?,take a break from guarding your boyfriend’s hoodie to see how online you were in november. there’s josh hutcherson tiktoks in here.,http://www.vulture.com/2023/12/best-internet-drama-memes-november.html,2023-12-01T20:26:00Z,"Im giving up smoke. pic.twitter.com/DDVl9Syixw
— Snoop Dogg (@SnoopDogg) November 16, 2023
When renowned marijuana enthusiast Snoop Dogg posted on Instagram and Twitter that he was giving up smoke … [+3230 chars]"
138,20minutos.es,Miguel Ángel Romero,Arturo Pérez-Reverte carga contra 'Napoleón': “Un disparate indigno”,el periodista y escritor español se suma a la oleada de voces críticas contra el nuevo filme dirigido por ridley scott y protagonizado por joaquin phoenix.,https://www.20minutos.es/cinemania/noticias/arturo-perez-reverte-carga-contra-napoleon-un-disparate-indigno-5194232/,2023-11-28T12:02:18Z,"Napoleón, de Ridley Scott, está levantando una verdadera polvareda entre los historiadores y los autores especializados que claman contra la falta de rigor de la película e incluso lamentan que esta … [+2217 chars]"
139,Espinof.com,Pedro Gallego,Hoy en TV: la mejor película de 'Los juegos del hambre' antes del estreno en cines de su esperada precuela,"el triunfo de una saga tan descomunalmente disfuncional como 'los juegos del hambre' resulta chocante, y fácilmente atribuible al fenómeno young adult de las novelas originales. aunque hay momentos donde dan ganas de romper una lanza a favor de su manera de a…",https://www.espinof.com/otras-cadenas/hoy-tv-mejor-pelicula-juegos-hambre-antes-estreno-cines-su-esperada-precuela,2023-11-11T11:01:57Z,"El triunfo de una saga tan descomunalmente disfuncional como 'Los juegos del hambre' resulta chocante, y fácilmente atribuible al fenómeno young adult de las novelas originales. Aunque hay momentos d… [+2459 chars]"
140,Rolling Stone,David Fear,‘Napoleon’: Ridley Scott’s Portrait of an Emperor as a Total Douchebag,"‘gladiator’ director and joaquin phoenix turn napoleon’s story into an epic saga, a cracked love story, and a difficult-man drama. it almost works.",https://www.rollingstone.com/tv-movies/tv-movie-reviews/napoleon-review-ridley-scott-joaquin-phoenix-vanessa-kirby-1234885783/,2023-11-21T15:00:00Z,"“All art is autobiographical,” Federico Fellini once said. “The pearl is the oyster’s autobiography.” No one would accuse Napoleon,Ridley Scott’s two-and-a-half-hour epic (that’s the theatrical cut’s… [+8429 chars]"
141,tomandlorenzo.com,Lorenzo Marquez,Academy Museum Gala 2023: THE HUNGER GAMES: THE BALLAD OF SONGBIRDS AND SNAKES Star Rachel Zegler in Vivienne Westwood,"one more spotlight post before we start gathering up the attendees of the academy museum gala and throwing them in rundown posts. ultimately, we decided to give the hunger games: the ballad of songbirds and snakes star rachel zegler a solo post because we kep…",https://tomandlorenzo.com/2023/12/academy-museum-gala-2023-the-hunger-games-star-rachel-zegler-in-vivienne-westwood-red-carpet-style-fashion/,2023-12-05T17:50:48Z,"Archives: 
Select
 December 2023 
 November 2023 
 October 2023 
 September 2023 
 August 2023 
 July 2023 
 June 2023 
 May 2023 
 April 2023 
 March 2023 
 February 2023 
 January 2023… [+3052 chars]"
142,Screen Rant,Brennan Klein,"Live-Action Snow White Star Teases Key Change For Iconic Disney Character: ""Leader Within Her""","rachel zegler, who plays the title character in the upcoming live-action remake snow white, explains how the character will embrace a leader role.",https://screenrant.com/snow-white-live-action-character-change-rachel-zegler-comments/,2023-11-18T23:02:46Z,"Summary
<ul><li> Snow White star Rachel Zegler explains how her character will be a leader in the new live-action movie, harnessing her inner strength throughout the film. </li><li> Zegler and direc… [+3658 chars]"
143,Espinof.com,Randy Meeks,"Ridley Scott afirma que no leyó nada para preparar 'Napoleón' y le dejó la tarea ""al pobre desgraciado que ha tenido que escribir el guion""","stanley kubrick nunca pudo hacer su película sobre napoleón. pero en su afán perfeccionista llegó a tener un fichero donde dejaba por escrito qué había hecho prácticamente cada día de su vida, para, a la hora de rodar su megalómana película, no dejarse nada e…",https://www.espinof.com/directores-y-guionistas/ridley-scott-afirma-que-no-leyo-nada-para-preparar-napoleon-le-dejo-tarea-al-pobre-desgraciado-que-ha-tenido-que-escribir-guion,2023-11-24T10:32:00Z,"Stanley Kubrick nunca pudo hacer su película sobre Napoleón. Pero en su afán perfeccionista llegó a tener un fichero donde dejaba por escrito qué había hecho prácticamente cada día de su vida, para, … [+1803 chars]"
144,Espinof.com,Randy Meeks,"Ridley Scott busca bronca con Martin Scorsese y le echa en cara que ""desde que empezó 'Los asesinos de la luna' yo he hecho cuatro películas""","ridley scott está de vuelta de todo. en su tour de entervistas publicitando 'napoleón' ha aprovechado para vacilar a los periodistas, afirmar que no necesita a los historiadores, decir que los españoles hicimos muy bien en echar en los franceses y calificar a…",https://www.espinof.com/directores-y-guionistas/ridley-scott-busca-bronca-martin-scorsese-le-echa-cara-que-que-empezo-asesinos-luna-yo-he-hecho-cuatro-peliculas,2023-11-21T15:31:39Z,"Ridley Scott está de vuelta de todo. En su tour de entervistas publicitando 'Napoleón' ha aprovechado para vacilar a los periodistas, afirmar que no necesita a los historiadores, decir que los españo… [+1184 chars]"
145,Daily Beast,William Vaillancourt,Fox Contributor Aghast at Holiday Slasher Flicks: ‘Cultural Decay!’,"fox news
oh, the horror!a pair of slasher films with end-of-year holiday settings are just too much for fox news contributor raymond arroyo, who dismissed them as signs of “cultural decay” monday on the ingraham angle.in the eli roth-directed thanksgiving, a…",https://www.thedailybeast.com/fox-contributor-raymond-arroyo-aghast-at-holiday-themed-slasher-movies,2023-11-28T03:10:55Z,"Oh, the horror!
A pair of slasher films with end-of-year holiday settings are just too much for Fox News contributor Raymond Arroyo, who dismissed them as signs of cultural decay Monday on The Ingra… [+1670 chars]"
146,ComingSoon.net,Neil Bolt,Five Nights at Freddy’s Becomes Blumhouse’s Biggest Movie Ever,"as its theatrical run begins to wind down, the five nights at freddy’s movie has gone and set another record by becoming blumhouse’s biggest performer of all time at the box office. five nights at freddy’s has another celebratory pizza party the video game ad…",https://www.comingsoon.net/movies/news/1415878-fnaf-blumhouse-big-money,2023-11-27T17:22:51Z,"As its theatrical run begins to wind down, the Five Nights at Freddys movie has gone and set another record by becoming Blumhouses biggest performer of all time at the box office.
The video game ada… [+1338 chars]"
147,Die Zeit,ZEIT ONLINE: News -,Prequel: «Tribute von Panem» zurück auf der Kinoleinwand,"hier finden sie informationen zu dem thema „prequel“. lesen sie jetzt „""tribute von panem"" zurück auf der kinoleinwand“.",https://www.zeit.de/news/2023-11/15/tribute-von-panem-zurueck-auf-der-kinoleinwand,2023-11-15T13:19:31Z,Acht Jahre nach Veröffentlichung des letzten Films meldet sich die «Tribute von Panem»-Reihe mit einem neuen Prequel zurück. Im Mittelpunkt der Geschichte von «Die Tribute von Panem - The Ballad of S… [+4844 chars]
148,Les Numériques,Thibaud Gomès-Léal,"Critique The Marvels : un ratage en tout point, embourbé dans le MCU","le mcu (pour marvel comics universe, univers cinématographique marvel dans la langue de jean reno) ajoute une nouvelle page spatiale et féminine à son macrocosme avec the marvels. voici notre critique du film, garantie sans spoilers.",https://www.lesnumeriques.com/film/the-marvels-p74202/test.html,2023-11-08T08:30:00Z,"Six mois après Les Gardiens de la galaxie 3, et après avoir manqué la populaire fenêtre estivale, l'Univers cinématographique Marvel (le fameux MCU) revient au cinéma avec un 33e opus : The Marvels.… [+2940 chars]"
149,Time,Olivia B. Waxman,How Ridley Scott’s Napoleon Stacks Up Against the French Emperor’s Real Story,"a napoleon scholar breaks down where ridley scott's new movie, starring joaquin phoenix, hews close to history, and where it takes creative license.",https://time.com/6338563/napoleon-movie-true-story/,2023-11-22T14:15:00Z,"Ridley Scotts biopic Napoleon, in which Joaquin Phoenix plays the French emperor, hits theaters on Nov. 22. The film tracks Napoleons rise to fame during the French Revolution, delves deep into his l… [+10638 chars]"
150,Hipertextual,Aglaia Berlutti,Cinco dramas históricos para ver si te gustó ‘Napoleón’,"en napoleón de ridley scott, el personaje titular (interpretado por joaquín phoenix), es mucho más un símbolo que un hombre. en medio de una francia dividida por tensiones políticas y de poder de todo tipo, el comandante militar trata de comprender su propósi…",http://hipertextual.com/2023/11/cinco-dramas-historicos-para-ver-si-te-gusto-napoleon,2023-11-25T12:36:19Z,"En Napoleón de Ridley Scott, el personaje titular (interpretado por Joaquín Phoenix), es mucho más un símbolo que un hombre. En medio de una Francia dividida por tensiones políticas y de poder de tod… [+7488 chars]"
151,Forbes,"Simon Thompson, Contributor, 
 Simon Thompson, Contributor
 https://www.forbes.com/sites/simonthompson/",Eli Roth’s ‘Thanksgiving’ Give Us A Horror Icon With All The Trimmings,the film's director and co-writer breaks down how he assembled a feast for horror fans with his new holiday classic.,https://www.forbes.com/sites/simonthompson/2023/11/18/eli-roths-thanksgiving-give-us-a-horror-icon-with-all-the-trimmings/,2023-11-18T17:07:45Z,"Director Eli Roth in front of the Thanksgiving 3D Billboard on Sunset Blvd in Los Angeles, ... [+] California.
Getty Images for Sony Pictures
""The highest compliment you can get is when someone say… [+8891 chars]"
152,Biztoc.com,looper.com,The Hunger Games: Why Was Haymitch's Family Killed?,"when haymitch first encounters katniss and peeta (josh hutcherson), his instinct is to keep them at arm's length. every year, he has to mentor children who will inevitably die in the arena, and getting emotionally attached to anyone is unrealistic. but in kat…",https://biztoc.com/x/065e45828cea6bca,2023-11-22T21:42:31Z,"When Haymitch first encounters Katniss and Peeta (Josh Hutcherson), his instinct is to keep them at arm's length. Every year, he has to mentor children who will inevitably die in the arena, and getti… [+263 chars]"
