Source ID,Source Name,Author,Title,Description,URL,URL To Image,Published At,Content,Film,Aspect,
,/FILM,staff@slashfilm.com (Jacob Hall),The Long Walk Is Stephen King's Hunger Games – And Far More Brutal,"The Hunger Games director Francis Lawrence is the latest filmmaker to circle Stephen King&amp;#39;s The Long Walk, but could it actually happen?",https://www.slashfilm.com/1457069/the-long-walk-stephen-king-hunger-games-more-brutal/,https://www.slashfilm.com/img/gallery/the-long-walk-is-a-stephen-king-masterpiece-but-a-movie-feels-impossible/l-intro-1701195648.jpg,2023-11-28T20:37:26Z,"Bleak stuff! But like the best King stories, there's a humanity to ""The Long Walk,"" and so much specificity to its characterization, that you feel compelled to see it through to grueling end. It's ea… [+1923 chars]",Hunger Games,Cast,
,Biztoc.com,thewrap.com,‘Hunger Games’ Director Francis Lawrence in Talks to Tackle Stephen King Adaptation ‘The Long Walk’,"Lionsgate is in final talks with “Hunger Games” director Francis Lawrence to develop Stephen King’s “The Long Walk,” according to an insider with knowledge of the project. JT Mollner is writing the script based on King’s novel. Originally published in 1979 un…",https://biztoc.com/x/8102dc43ed934648,https://c.biztoc.com/p/8102dc43ed934648/s.webp,2023-11-30T00:32:14Z,"Lionsgate is in final talks with Hunger Games director Francis Lawrence to develop Stephen Kings The Long Walk, according to an insider with knowledge of the project.JT Mollner is writing the script … [+296 chars]",Hunger Games,Cast,
polygon,Polygon,Petrana Radulovic,Hunger Games’ director says Tom Blyth ‘caught me off guard’ as Coriolanus Snow,The Ballad of Songbirds & Snakes stars Rachel Zegler and Tom Blyth. Director Francis Lawrence tells us more about how he landed on the two for the roles.,https://www.polygon.com/23971450/hunger-games-the-ballad-of-songbirds-and-snakes-casting-rachel-zegler-tom-blyth,https://cdn.vox-cdn.com/thumbor/79P7uAZd-ZC2MwwNvNHjBo5e8KU=/0x0:6000x3141/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/24866240/boss_unit_220920_01273_r.jpg,2023-11-26T19:02:00Z,"Jennifer Lawrence and Josh Hutchersons performances as Katniss Everdeen and Peeta Mellark defined the original Hunger Games movies. But the prequel movie, set 64 years before Katniss and Peetas story… [+3335 chars]",Hunger Games,Delivery,
,/FILM,staff@slashfilm.com (Chris Evangelista),Stephen King's The Long Walk Becoming A Movie From Hunger Games Director Francis Lawrence,"A film adaptation of Stephen King&amp;#39;s The Long Walk has been kicking around for a few years, and now Hunger Games director Francis Lawrence is attached to helm.",https://www.slashfilm.com/1456871/the-long-walk-movie-francis-lawrence-stephen-king/,https://www.slashfilm.com/img/gallery/stephen-kings-the-long-walk-becoming-a-movie-from-hunger-games-director-francis-lawrence/l-intro-1701188734.jpg,2023-11-28T16:34:26Z,"While speaking with Business Insider, Francis Lawrence, director of ""The Hunger Games: The Ballad of Songbirds and Snakes,"" revealed that he's now set to helm a film adaptation of Stephen King's ""The… [+1963 chars]",Hunger Games,Lore,
,Vulture,Joe Reid,It’s Finally Trophy Time for the MFL,"‘Past Lives’ won the day at the Gotham Awards, but ‘Killers of the Flower Moon’ and ‘May December’ didn’t go without recognition. Plus, box office breakdowns for ‘Wish’ and ‘The Hunger Games: The Ballad of Songbirds & Snakes.’",http://www.vulture.com/2023/11/gotham-awards-wish-box-office-movies-fantasy-league.html,https://pyxis.nymag.com/v1/imgs/74d/052/a73f9b64cde051c35fe70794ee4ed2c0d0-mfl-11-28-2023.1x.rsocial.w1200.jpg,2023-11-29T15:00:14Z,"This is the latest edition of the Movies Fantasy League newsletter. The drafting window for this season has closed, but you can still sign up to get the newsletter, which provides a weekly recap of b… [+6186 chars]",Hunger Games,Lore,
,ComingSoon.net,Brandon Schreur,Old Time Hockey: Hunger Games’ Gary Ross Tapped to Direct New Sports Movie,"Seabiscuit and The Hunger Games director Gary Ross is tapped to direct Old Time Hockey for Skydance Sports.
The post Old Time Hockey: Hunger Games’ Gary Ross Tapped to Direct New Sports Movie appeared first on ComingSoon.net - Movie Trailers, TV & Streaming N…",https://www.comingsoon.net/movies/news/1421557-old-time-hockey-hunger-games-gary-ross-tapped-to-direct-new-sports-movie,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/11/Screenshot_2023-11-29_at_10.38.54_AM_1200x675-10.jpg?resize=1200,630",2023-11-30T20:51:56Z,"The Hunger Games Gary Ross will direct a new sports movie, Old Time Hockey, for Skydance Sports.
Per Deadline, Ross has been tapped to direct Old Time Hockey, an original sports film featuring a scr… [+1549 chars]",Hunger Games,Lore,
,Rolling Stone,Sage Anderson,Where to Stream All the ‘Hunger Games’ Films Before You Watch ‘Ballad of Songbirds and Snakes’,The full dystopian franchise is available to watch online — here's how to catch up on all the films before you see the prequel in theaters,https://www.rollingstone.com/product-recommendations/lifestyle/where-to-watch-every-hunger-games-film-online-streaming-1234902500/,https://www.rollingstone.com/wp-content/uploads/2018/06/rs-179609-MCDHUGA_EC091_H.jpg?w=1600&h=900&crop=1,2023-11-30T20:30:09Z,"If you purchase an independently reviewed product or service through a link on our website, Rolling Stone may receive an affiliate commission.
Quick Answer: Watch The Hunger Games online with Peacoc… [+4239 chars]",Hunger Games,Production,
,/FILM,staff@slashfilm.com (Devin Meenan),The Ballad Of Songbirds & Snakes Unlocks The Secret Meaning Of 'The Hanging Tree',"Music continues to be important to the Hunger Games films with The Ballad of Songbirds and Snakes, which reveals the events that inspired &amp;#39;The Hanging Tree.&amp;#39;",https://www.slashfilm.com/1453307/the-ballad-of-songbirds-snakes-secret-meaning-hanging-tree/,https://www.slashfilm.com/img/gallery/the-ballad-of-songbirds-snakes-unlocks-the-secret-meaning-of-the-hanging-tree/l-intro-1700665001.jpg,2023-11-25T18:00:57Z,"Like I said before, music is an important piece of the ""Hunger Games"" puzzle. My favorite song on the series' soundtrack is a non-diegetic one; ""Abraham's Daughter"" by Arcade Fire, the closing credit… [+1552 chars]",Hunger Games,Production,
,/FILM,staff@slashfilm.com (BJ Colangelo),How To Watch All Of The Hunger Games Movies At Home,"With The Hunger Games: The Ballad of Songbirds and Snakes now playing in theaters, here&amp;#39;s how to watch the Hunger Games movies that came out before.",https://www.slashfilm.com/1451864/how-to-watch-the-hunger-games/,https://www.slashfilm.com/img/gallery/how-to-watch-all-of-the-hunger-games-movies-at-home/l-intro-1700528052.jpg,2023-11-21T17:00:51Z,"Welcome! Welcome, welcome. Happy Hunger Games, and may the odds be ever in your favor. Now, before we begin, we have a very special series of films brought to you all the way from the Capitol ... if … [+1323 chars]",Hunger Games,Production,
,/FILM,staff@slashfilm.com (Hannah Shaw-Williams),The Hunger Games Emerges As The Surprise Victor Of 2023's Thanksgiving Box Office,"The odds weren&amp;#39;t in The Hunger Games: The Ballad of Songbirds and Snakes&amp;#39; favor, but the prequel has held on to the box office top spot over Thanksgiving.",https://www.slashfilm.com/1454981/hunger-games-ballad-songbirds-snakes-thanksgiving-box-office/,https://www.slashfilm.com/img/gallery/the-hunger-games-emerges-as-the-surprise-victor-of-thanksgiving-weekend-box-office/l-intro-1700932860.jpg,2023-11-25T18:22:15Z,"The most exciting thing about the Hunger Games, citizens of the Capitol would probably argue, is that anyone can win. The first ""Hunger Games"" movie saw the strongest, fastest tributes, who had volun… [+1499 chars]",Hunger Games,Writing,
cbc-news,CBC News,,"Finding room for carry-on baggage has become 'the Hunger Games' of air travel, analyst says","Airline industry insiders say passengers have become carried away with carry-on baggage, leading to costly delays. That’s prompting calls for changes to how airplanes charge for baggage, with some discount airlines like Sunwing and Spirit already beginning to…",https://www.cbc.ca/radio/costofliving/carry-on-baggage-carried-away-1.7035013,https://i.cbc.ca/1.7037822.1700765300!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/airline-carry-on-baggage-overhead-bin-cabin-baggage-luggage.jpg,2023-11-25T09:00:00Z,"Flight attendant Cat Jones will never forget the day she spotted a woman carrying a wedding cake down the bridge to board her plane in Winnipeg.
When the passenger reached the door, Jones gently men… [+6555 chars]",Hunger Games,Writing,
,Deadline,Armando Tinoco,‘The Hunger Games’ Star Rachel Zegler Recalls Meeting Jennifer Lawrence Jokingly Wanting To Strangle Her For Photo,"Rachel Zegler stars in The Hunger Games: The Ballad of Songbirds & Snakes and recently recalled an encounter she had with OG star Jennifer Lawrence. While making an appearance on The Kelly Clarkson Show, Zegler opened up about meeting Lawrence during the Chri…",https://deadline.com/2023/11/the-hunger-games-rachel-zegler-meeting-jennifer-lawrence-1235618635/,https://deadline.com/wp-content/uploads/2023/11/hunger-games-jennifer-lawrence-rachel-zegler.jpg?w=1024,2023-11-18T23:40:12Z,"Rachel Zegler stars in The Hunger Games: The Ballad of Songbirds &amp; Snakes and recently recalled an encounter she had with OG star Jennifer Lawrence.
While making an appearance on The Kelly Clark… [+1555 chars]",Hunger Games,Cast,
,Los Angeles Times,Carlos De Loera,"'Hunger Games' prequel tramples 'Trolls' in box office battle royale, scores $44 million","""The Hunger Games: The Ballad of Songbirds & Snakes"" outduels 'Trolls Band Together' to secure the box office title. The film debuts to $44 million, the lowest for any 'Hunger Games' installment.",https://www.latimes.com/entertainment-arts/movies/story/2023-11-19/hunger-games-prequel-tramples-trolls-in-box-office-battle-royale-scores-44-million,https://ca-times.brightspotcdn.com/dims4/default/57db23b/2147483647/strip/true/crop/3600x1890+0+255/resize/1200x630!/quality/75/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2Fa1%2F3e%2F8435d7be48d4b73b14c4e95a9e93%2Fhunger-games-ballad-00560-r.jpg,2023-11-19T18:15:35Z,"The Hunger Games prequel volunteered as tribute for the weekend box office and was crowned the winner.
Lionsgates The Hunger Games: The Ballad of Songbirds &amp; Snakes hauled in $44 million in Nort… [+2746 chars]",Hunger Games,Box Office,
,/FILM,staff@slashfilm.com (Michael Boyle),The Ballad Of Songbirds And Snakes Director Will Make Another Hunger Games Under One Condition,"Director Francis Lawrence is game to make another Hunger Games film after Ballad of Snakes and Songbirds, but only if Suzanne Collins writes a new novel first.",https://www.slashfilm.com/1449952/the-ballad-of-songbirds-and-snakes-director-make-another-hunger-games-under-one-condition/,https://www.slashfilm.com/img/gallery/the-ballad-of-songbirds-and-snakes-director-will-make-another-hunger-games-under-one-condition/l-intro-1700249606.jpg,2023-11-19T17:00:46Z,"With the latest ""Hunger Games"" movie, ""The Ballad of Songbirds and Snakes,"" now out in theaters, viewers might be wondering: Is this the last one? There are still 73 in-universe Hunger Games we've ne… [+1510 chars]",Hunger Games,Cast,
,JoBlo.com,Brad Hamerly,Weekend Box Office: Hunger Games comes in light while Marvels has historic drop,"The Hunger Games prequel came in under expectations while The Marvels ties with Shaquille O'Neal for worst second week drop ever for a comic book movie.
The post Weekend Box Office: Hunger Games comes in light while Marvels has historic drop appeared first on…",https://www.joblo.com/weekend-box-office-hunger-games-comes-in-light-while-marvels-has-historic-drop/,https://www.joblo.com/wp-content/uploads/2023/09/the_hunger_games_prequel_posters_main.jpg,2023-11-19T17:47:39Z,"The Hunger Games prequel came in under expectations while The Marvels ties with Shaquille O’Neal for worst second week drop ever for a comic book movie.
The popcorn has been popped, the drinks have … [+7223 chars]","Hunger Games, Marvels",Box Office,
,ComingSoon.net,Jeff Ames,Box Office Results: Hunger Games Prequel Rises to the Top as Marvels Sinks,"There are plenty of pros and cons at the box office this week. We’ll start with the good news. The Hunger Games prequel, The Ballad of Songbirds & Snakes, opened with a decent but not spectacular $44 million, enough to propel the Francis Lawrence-directed pic…",https://www.comingsoon.net/movies/news/1407231-box-office-results-hunger-games-prequel-rises-to-the-top-as-marvels-sinks,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/11/Songbirds.png?resize=1200,630",2023-11-19T22:12:24Z,"There are plenty of pros and cons at the box office this week. Well start with the good news. The Hunger Games prequel, The Ballad of Songbirds &amp; Snakes, opened with a decent but not spectacular … [+2660 chars]","Hunger Games, Marvels",Box Office,
,Biztoc.com,thewrap.com,‘Hunger Games’ Leads Slow Thanksgiving Box Office With $40 Million 5-Day Total,"The Thanksgiving box office will see improvements from last year’s poor returns, but are still far from pre-pandemic levels as Disney’s “Wish” and Sony/Apple’s “Napoleon” are estimated to open to less than $35 million over five days, allowing Lionsgate’s “The…",https://biztoc.com/x/fca95cbb217184fe,https://c.biztoc.com/p/fca95cbb217184fe/s.webp,2023-11-25T16:56:08Z,"The Thanksgiving box office will see improvements from last years poor returns, but are still far from pre-pandemic levels as Disneys Wish and Sony/Apples Napoleon are estimated to open to less than … [+284 chars]","Hunger Games, Napoleon",Box Office,
,Bleeding Cool News,Jeremy Konrad,Hunger Games Wins Thanksgiving Weekend Box Office,"Hunger Games: The Ballad of Songbirds & Snakes held off some stiff competition this holiday box office weekend to stay number one. The prequel added $42 million over the five-day holiday period, Pushing it close to the $100 million mark in its first two weeke…",https://bleedingcool.com/movies/weekend-box-office-hunger-games-wish-disney-napoleon/,https://bleedingcool.com/wp-content/uploads/2023/11/BOSS_UNIT_220809_00560_R_rgb-2000x1125.jpg,2023-11-26T22:47:08Z,"Posted in: Box Office, Movies | Tagged: Hunger Games: The Ballad of Songbirds and Snakes, napoleon, Weekend Box Office, wish
Hunger Games won its second straight Weekend Box Office, holding off the … [+3178 chars]","Hunger Games, Napoleon",Box Office,
,Los Angeles Times,Carlos De Loera,"'Hunger Games' prequel tops Thanksgiving box office, 'Napoleon,' 'Wish' battle for second",'The Hunger Games: The Ballad of Songbirds & Snakes' fended off 'Napoleon' and 'Wish' to stay at the top of the domestic box for a second straight weekend.,https://www.latimes.com/entertainment-arts/movies/story/2023-11-26/hunger-games-prequel-first-thanksgiving-box-office-napoleon-wish,https://ca-times.brightspotcdn.com/dims4/default/c5d815e/2147483647/strip/true/crop/3600x1890+0+255/resize/1200x630!/quality/75/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F19%2F1c%2F6c8fc08d4956be655353d3058185%2Fhunger-games-ballad-00524-r.jpg,2023-11-26T19:00:46Z,No one else volunteered as tribute over the Thanksgiving holiday weekend as Lionsgates The Hunger Games: The Ballad of Songbirds &amp; Snakes took home the box office title for the second straight we… [+2758 chars],"Hunger Games, Napoleon",Box Office,
,International Business Times,AFP News,'Hunger Games' Still Tops In N.America After 'Napoleon' Invades,"The ""Hunger Games"" prequel stayed atop the North American box office over the long US Thanksgiving weekend, fending off an invasion by new Ridley Scott film ""Napoleon,"" industry watcher Exhibitor Relations reported Sunday.",https://www.ibtimes.com/hunger-games-still-tops-namerica-after-napoleon-invades-3719429,https://d.ibtimes.com/en/full/4500967/us-actor-joaquin-phoenix-star-new-ridley-scott-epic-napoleon-poses-november-20-2023-event.jpg,2023-11-26T18:45:31Z,"The ""Hunger Games"" prequel stayed atop the North American box office over the long US Thanksgiving weekend, fending off an invasion by new Ridley Scott film ""Napoleon,"" industry watcher Exhibitor Rel… [+2518 chars]","Hunger Games, Napoleon",Box Office,
,Boston Herald,Associated Press,"‘Hunger Games’ feasts, ‘Napoleon’ comes up short","The Walt Disney Co.'s ""Wish"" had been expected to rule the Thanksgiving weekend box office, but moviegoers instead feasted on leftovers, as ""The Hunger Games: The Ballad of Songbirds and Snakes"" led ticket sales for the second weekend, according to studio est…",https://www.bostonherald.com/2023/11/26/hunger-games-feasts-napoleon-comes-up-short/,https://www.bostonherald.com/wp-content/uploads/2023/11/AP23318743985894.jpg?w=1024&h=475,2023-11-26T20:43:42Z,"NEW YORK The Walt Disney Co.’s “Wish” had been expected to rule the Thanksgiving weekend box office, but moviegoers instead feasted on leftovers, as “The Hunger Games: The Ballad of Songbirds and Sna… [+3018 chars]","Hunger Games, Napoleon",Box Office,
,Livejournal.com,queenursula,"Thanksgiving B.O.: ‘Hunger Games’ Pulls Ahead of Disney’s ‘Wish,’ ‘Napoleon’ Outpacing Projections","The Black Friday box office saw “The Hunger Games: The Ballad of Songbirds and Snakes” continue to stretch ahead of new releases like #Napoleon and Disney’s #Wish. https://t.co/yhse0HESMM pic.twitter.com/gaXT2PpAnx
— Variety (@Variety) November 26, 2023‘The …",https://ohnotheydidnt.livejournal.com/127307449.html,https://l-files.livejournal.net/og_image/3616053/497294?v=1700965158,2023-11-26T02:19:17Z,The Black Friday box office saw The Hunger Games: The Ballad of Songbirds and Snakes continue to stretch ahead of new releases like #Napoleon and Disneys #Wish. https://t.co/yhse0HESMMpic.twitter.com… [+865 chars],"Hunger Games, Napoleon",Box Office,
,TheWrap,Jeremy Fuster,"‘Hunger Games’ Tops ‘Wish,’ ‘Napoleon’ at Thanksgiving Box Office With $41.5 Million","Holiday weekend totals remain 34% below pre-COVID levels as Disney and Sony's new releases fail to seize the No. 1 spot
The post ‘Hunger Games’ Tops ‘Wish,’ ‘Napoleon’ at Thanksgiving Box Office With $41.5 Million appeared first on TheWrap.",http://www.thewrap.com/hunger-games-wish-napoleon-thanksgiving-box-office/,https://www.thewrap.com/wp-content/uploads/2023/11/hunger-games-ballad-songbirds-snakes-1-2023-billboard-1260-copy.jpg,2023-11-26T16:25:06Z,"While a batch of new releases helped the Thanksgiving box office improve from last years poor $134 million overall total, none of them were able to do well enough to take No. 1 from Lionsgates The Hu… [+2673 chars]","Hunger Games, Napoleon",Box Office,
,JoBlo.com,Brad Hamerly,Weekend Box Office: The odds are ever in The Hunger Games’ favor,"Taking down Napoleon & Wish, The Hunger Games: The Ballad of Songbirds & Snakes pulled off a surprising Thanksgiving weekend victory.
The post Weekend Box Office: The odds are ever in The Hunger Games’ favor appeared first on JoBlo.",https://www.joblo.com/wekeend-box-office-the-odds-are-ever-in-the-hunger-games-favor/,https://www.joblo.com/wp-content/uploads/2023/11/hunger-games-songbirds-snakes.jpg,2023-11-26T17:55:36Z,"Taking down Napoleon &amp; Wish, The Hunger Games: The Ballad of Songbirds &amp; Snakes pulled off a surprising Thanksgiving weekend victory.
Last week it seemed the writing was on the wall: audienc… [+5118 chars]","Hunger Games, Napoleon",Box Office,
,Dark Horizons,Garth Franklin,“Hunger Games” Prequel Wins Thanksgiving,Lionsgate’s “The Hunger Games: The Ballad of Songbirds and Snakes” looks set to emerge as the victor of the Thanksgiving holiday box-office. The film is set to beat both Disney’s animated adventure “Wish” and Apple and Sony’s historical epic “Napoleon” after …,https://www.darkhorizons.com/hunger-games-prequel-wins-thanksgiving/,https://cdndark.darkhorizons.com/wp-content/uploads/2023/11/hunger-games-prequel-wins-thanksgiving.jpg,2023-11-25T19:52:49Z,"Lionsgate’s “The Hunger Games: The Ballad of Songbirds and Snakes” looks set to emerge as the victor of the Thanksgiving holiday box-office.
The film is set to beat both Disney’s animated adventure … [+1443 chars]","Hunger Games, Napoleon",Box Office,
,Japan Today,,"'Hunger Games' feasts, 'Napoleon' conquers but 'Wish' doesn't come true at Thanksgiving box office","The Walt Disney Co.’s “Wish” had been expected to rule the Thanksgiving weekend box office, but moviegoers instead feasted on leftovers, as “The Hunger Games: The Ballad of Songbirds and Snakes” led ticket sales for the second weekend, according to studio est…",https://japantoday.com/category/entertainment/%27hunger-games%27-feasts-%27napoleon%27-conquers-but-%27wish%27-doesn%27t-come-true-at-thanksgiving-box-office,,2023-11-26T21:31:14Z,"The Walt Disney Co.s Wish had been expected to rule the Thanksgiving weekend box office, but moviegoers instead feasted on leftovers, as The Hunger Games: The Ballad of Songbirds and Snakes led ticke… [+4801 chars]","Hunger Games, Napoleon",Box Office,
,Gizmodo.com,James Whitbrook,"Damn, What Does Disney Have Against Nia DaCosta?","The Marvels is likely going to end up one of Marvel Studios’ worst-performing films in a considerable period of time—and at a time when people are largely questioning the direction of a franchise that has dominated cinema for 15 years, that’s not an ideal bit…",https://gizmodo.com/the-marvels-bob-iger-nia-dacosta-mcu-disney-marvel-1851061428,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/5f3731673c0dffcd1a16c78c8ffc961c.png",2023-11-30T16:30:00Z,The Marvelsis likely going to end up one of Marvel Studios worst-performing films in a considerable period of timeand at a time when people are largely questioning the direction of a franchise that h… [+4449 chars],Marvels,Box Office,
,Forbes,"Conor Murray, Forbes Staff, 
 Conor Murray, Forbes Staff
 https://www.forbes.com/sites/conormurray/",Here’s Why ‘Wish’ Is Disney’s Latest Critically Panned Box Office Flop This Year,“Wish” follows Disney’s “Indiana Jones and the Dial of Destiny” and “The Marvels” as another critical and financial disappointment this year.,https://www.forbes.com/sites/conormurray/2023/11/27/heres-why-wish-is-disneys-latest-critically-panned-box-office-flop-this-year/,"https://imageio.forbes.com/specials-images/imageserve/6564e23e496aa10ba7f0c332/0x0.jpg?format=jpg&crop=2890,1625,x0,y312,safe&height=900&width=1600&fit=bounds",2023-11-27T18:40:00Z,"Disneys Wish failed to take off at the box office last weekend, adding a dismal theatrical opening to the films already poor reviews, making it Disneys latest in a series of financial disappointments… [+6678 chars]",Marvels,Box Office,
,CBM (Comic Book Movie),JoshWilding,THE MARVELS Once Again Fails To Take Off At The Box Office Over Five-Day Thanksgiving Weekend,"There were hopes that The Marvels might recoup some of its losses over Thanksgiving, but it appears the Captain Marvel sequel's time making anything significant at the box office is already winding down...",https://comicbookmovie.com/captain-marvel/the-marvels/the-marvels-once-again-fails-to-take-off-at-the-box-office-over-five-day-thanksgiving-weekend-a208028,https://comicbookmovie.com/images/articles/banners/208028.jpg,2023-11-27T13:12:00Z,"The Marvels has proven to be a major box office disappointment for Marvel Studios, but it's far from the only movie to have significantly underperformed in November.
The Hunger Games: The Ballad of … [+2380 chars]",Marvels,Box Office,
,Screen Rant,Brennan Klein,"The Marvels Box Office Plummets, Breaking Another Unfortunate MCU Record","The new MCU sequel The Marvels struggles to maintain a foothold at the domestic box office, breaking another negative franchise record.",https://screenrant.com/the-marvels-box-office-week-3-rank-mcu-record/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/11/brie-larson-as-captain-marvel-giving-side-eye-in-the-marvels.jpg,2023-11-25T20:34:27Z,"Summary
<ul><li> The Marvels, the latest MCU film, is struggling at the box office, having the lowest opening weekend and steepest week 2 drop in the franchise's history. </li><li> In its third week… [+3094 chars]",Marvels,Box Office,
business-insider,Business Insider,Kai Xiang Teo,Bob Iger says Disney made too many sequels but he won't apologize for making them,"Referring to ""The Marvels,"" Disney CEO Bob Iger said the movie's poor performance was down to a lack of supervision from executives.",https://www.businessinsider.com/bob-iger-disney-sequels-too-many-wont-apologize-dealbook-summit-2023-11,https://i.insider.com/6567f44858e7c0c29a2823e6?width=1200&format=jpeg,2023-11-30T04:02:17Z,"Disney CEO Bob Iger (left) and Brie Larson, leading actress of Disney's recent film release, ""The Marvels.""Slaven Vlasic/Getty Images and Disney
<ul><li>Quantity has diluted quality at Disney, CEO B… [+2261 chars]",Marvels,Production,
,Forbes,"Conor Murray, Forbes Staff, 
 Conor Murray, Forbes Staff
 https://www.forbes.com/sites/conormurray/",‘Wish’ Had One Of Disney’s Worst Openings Ever For An Animated Movie—Here’s Why,“Wish” follows Disney’s “Indiana Jones and the Dial of Destiny” and “The Marvels” as another critical and financial disappointment this year.,https://www.forbes.com/sites/conormurray/2023/11/27/wish-is-one-of-disneys-worst-openings-ever-for-an-animated-movie-heres-why/,"https://imageio.forbes.com/specials-images/imageserve/6564e23e496aa10ba7f0c332/0x0.jpg?format=jpg&crop=2890,1625,x0,y312,safe&height=900&width=1600&fit=bounds",2023-11-27T21:23:28Z,"Disneys Wish failed to take off at the box office last weekend, adding a dismal theatrical opening to the films already poor reviews, making it Disneys latest in a series of financial disappointments… [+7279 chars]",Marvels,Production,
,GameSpot,Eddie Makuch,Disney CEO Explains Why He Believes The Marvels Fell Short At The Box Office,"The newest MCU movie, The Marvels, debuted this month and had the slowest start at the box office in the history of the MCU. Disney CEO Bob Iger recently discussed the film's commercial shortcomings, saying the poor results were due, in part, to a lack of exe…",https://www.gamespot.com/articles/disney-ceo-explains-why-he-believes-the-marvels-fell-short-at-the-box-office/1100-6519574/,https://www.gamespot.com/a/uploads/screen_kubrick/1179/11799911/4228070-marvelslarge.jpeg,2023-11-30T13:42:00Z,"The newest MCU movie, The Marvels, debuted this month and had the slowest start at the box office in the history of the MCU. Disney CEO Bob Iger recently discussed the film's commercial shortcomings,… [+1825 chars]",Marvels,Production,
,The A.V. Club,Sam Barsanti,"Bob Iger throws Nia DaCosta under the bus, says The Marvels needed more “supervision” from execs","Marvel’s The Marvels stands as the biggest box office flop in the history of the MCU, having made less than $80 million domestically since it came out about a month ago, and while star Iman Vellani doesn’t care and is happy with the work she did, others are d…",https://www.avclub.com/bob-iger-the-marvels-supervision-execs-1851062343,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/446aac91727a052ae206d233d8a21006.jpg",2023-11-30T19:06:00Z,"Marvels The Marvelsstands as the biggest box office flop in the history of the MCU, having made less than $80 million domestically since it came out about a month ago, and while star Iman Vellani doe… [+1493 chars]",Marvels,Production,
,Gizmodo.com,James Whitbrook,Loki's Michael Waldron Will Now Also Write Avengers: Kang Dynasty Too,"As Marvel looks to refocus the creative teams behind its far-flung Avengers duology in the wake of director Destin Daniel Cretton’s departure, the studio has reportedly decided that why not make the man already writing an Avengers movie, write another Avenger…",https://gizmodo.com/avengers-kang-michael-waldron-secret-wars-marvel-mcu-1851051284,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/1ee06e6a4f6be359893dfa954cf2e855.png",2023-11-27T21:35:00Z,"As Marvel looks to refocus the creative teams behind its far-flung Avengers duology in the wake of director Destin Daniel Crettons departure, the studio has reportedly decided that why not make the m… [+1411 chars]",Marvels,Writing,
,Forbes,"Mark Hughes, Contributor, 
 Mark Hughes, Contributor
 https://www.forbes.com/sites/markhughes/","‘The Marvels’ Makes Box Office History, ‘The Hunger Games’ Eyes #1 Spot","What cost ""The Marvels"" the box office crown for November, and will ""The Hunger Games: The Ballad of Songbirds and Snakes"" become the month's box office royalty?",https://www.forbes.com/sites/markhughes/2023/11/16/the-marvels-makes-box-office-history-the-hunger-games-eyes-1-spot/,https://imageio.forbes.com/specials-images/imageserve/655599a3039693c028c14a3f/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2023-11-16T13:00:00Z,"While Marvel Studios expected The Marvels to blast off to higher box office last weekend, the Captain Marvel sequel from Nia DaCosta still topped the box office for the weekend and officially became … [+7388 chars]","Marvels, Hunger Games",Box Office,
,/FILM,staff@slashfilm.com (Ryan Scott),Disney's Wish Was A Big Disappointment At The Box Office - But Don't Count It Out Yet,"Disney&amp;#39;s Wish looks like a box office flop at a glance, but there&amp;#39;s precedent suggesting it could become a winner in the weeks ahead.",https://www.slashfilm.com/1455842/disneys-wish-box-office-disappointment-dont-count-it-out-yet/,https://www.slashfilm.com/img/gallery/disneys-wish-was-a-big-disappointment-at-the-box-office-but-dont-count-it-out-yet/l-intro-1701106675.jpg,2023-11-27T18:00:29Z,"Walt Disney Animation Studios released its latest original film during the Thanksgiving holiday in the form of ""Wish."" In the lead-up to the release, it was presumed that Disney's latest was going to… [+1606 chars]",N/A,Box Office,
,TMZ,TMZ Staff,"Disney's Latest Movie, 'Wish,' Flops Over Thanksgiving Weekend","Another miss from Disney at the box office -- the studio's latest original animated movie bombed with moviegoers over the holiday break ... marking just the latest flop for 'em. Of course, we're talking about 'Wish' ... with Ariana DeBose as the…",https://www.tmz.com/2023/11/26/disney-new-animated-movie-wish-flop-bomb-thanksgiving-box-office/,https://imagez.tmz.com/image/34/16by9/2023/11/26/345bce439c5b47438cf2d2590b0b0e9a_xl.png,2023-11-26T18:46:36Z,"Another miss from Disney at the box office -- the studio's latest original animated movie bombed with moviegoers over the holiday break ... marking just the latest flop for 'em.
Of course, we're tal… [+1514 chars]",N/A,Box Office,
