Source ID,Source Name,Author,Title,Description,URL,URL To Image,Published At,Content
,Screen Rant,Brady Entwistle,"Ballad Of Songbirds & Snakes: ""Hanging Tree"" Origins & Katniss Connection Explained By Hunger Games Director",The Hunger Games: The Ballad of Songbirds &amp; Snakes director explains the origins of &quot;The Hanging Tree&quot; song and its connection to Katniss Everdeen.,https://screenrant.com/hunger-games-ballad-songbirds-snakes-hanging-tree-katniss/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/10/lucy-gray-singing.jpg,2023-11-26T15:47:50Z,"Summary
<ul><li> ""The Hanging Tree"" in The Hunger Games: The Ballad of Songbirds &amp; Snakes is revealed to be written by Lucy Gray, who witnessed a hanging at The Hanging Tree. </li><li> Katniss E… [+3857 chars]"
,/FILM,staff@slashfilm.com (Hannah Shaw-Williams),Ridley Scott's Napoleon Conquered The World Over Thanksgiving (At The Box Office),"Napoleon grossed $78.8 million worldwide over the Thanksgiving holiday, ranking in first place thanks to a strong overseas performance.",https://www.slashfilm.com/1455897/napoleon-ridley-scott-worldwide-box-office-thanksgiving/,https://www.slashfilm.com/img/gallery/ridley-scotts-napoleon-conquered-the-world-over-thanksgiving-at-the-box-office/l-intro-1701107195.jpg,2023-11-27T20:00:41Z,"Ridley Scott's latest historical tale is already off to a much better start than ""The Last Duel."" In fact, ""Napoleon"" conquered the worldwide box office over Thanksgiving, and while it came in second… [+1106 chars]"
,GameSpot,Eddie Makuch,Disney CEO Explains Why He Believes The Marvels Fell Short At The Box Office,"The newest MCU movie, The Marvels, debuted this month and had the slowest start at the box office in the history of the MCU. Disney CEO Bob Iger recently discussed the film's commercial shortcomings, saying the poor results were due, in part, to a lack of exe…",https://www.gamespot.com/articles/disney-ceo-explains-why-he-believes-the-marvels-fell-short-at-the-box-office/1100-6519574/,https://www.gamespot.com/a/uploads/screen_kubrick/1179/11799911/4228070-marvelslarge.jpeg,2023-11-30T13:42:00Z,"The newest MCU movie, The Marvels, debuted this month and had the slowest start at the box office in the history of the MCU. Disney CEO Bob Iger recently discussed the film's commercial shortcomings,… [+1825 chars]"
ign,IGN,IGN BRANDED,How to Vote for Your Favorite Game in the “2023 Video Game Bracket”,,https://www.ign.com/articles/how-to-vote-for-your-favorite-game-in-the-2023-video-game-bracket,https://assets-prd.ignimgs.com/2023/12/05/best-of-2023-1701374448470-1701786257877.jpg?width=1280,2023-12-05T14:00:00Z,"The Legend of Zelda: Tears of the Kingdom, Baldurs Gate 3, Final Fantasy 16, Resident Evil 4 Remake, and so many more 2023 has been a defining year for video games. 
We want to know how you think th… [+3171 chars]"
,/FILM,staff@slashfilm.com (Bill Bria),The Marvels Executive Producer On Working With MCU Continuity And The Magnitude Of Space [Exclusive Interview],"/Film sat down with Mary Livanos, an executive producer of The Marvels, to talk about fitting the film into the MCU&amp;#39;s continuity, its cosmic setting, and more.",https://www.slashfilm.com/1441136/the-marvels-executive-producer-mary-livanos-exclusive-interview/,https://www.slashfilm.com/img/gallery/the-marvels-executive-producer-on-working-with-mcu-continuity-and-portraying-the-magnitude-of-space-exclusive-interview/l-intro-1699397504.jpg,2023-11-09T13:00:00Z,"So Carol, Kamala, and Monica, they've all already been established in other media, but what was it like for you to make Marvel's first all-female team film? How do you approach balancing characters t… [+2018 chars]"
,Screen Rant,Ryan Northrup,Hunger Games: The Ballad of Songbirds and Snakes Gets Brutally Honest Poster For The Bloated Prequel,"A fan-made poster for The Hunger Games: The Ballad of Songbirds of Snakes has been released, poking fun at one common criticism of the prequel.",https://screenrant.com/hunger-games-ballad-songbirds-snakes-poster-parody/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/11/rachel-zegler-the-hunger-games-ballad-of-songbirds-and-snakes.jpg,2023-11-27T19:26:52Z,"Summary
<ul><li> A mock poster for The Hunger Games: The Ballad of Songbirds and Snakes makes fun of the movie's long runtime, retitling the movie to ""Three Hour Hunger Games Prequel"". </li><li> Rev… [+3494 chars]"
,/FILM,staff@slashfilm.com (Jeremy Mathai),The Hunger Games: The Ballad Of Songbirds And Snakes Ending Explained: Snow Always Lands On Top,"The Hunger Games: The Ballad of Songbirds and Snakes may be a prequel, but the ending has much more complexity in setting up President Snow than you may think.",https://www.slashfilm.com/1447722/hunger-games-ballad-of-songbirds-and-snakes-ending-explained-snow-always-lands-on-top/,https://www.slashfilm.com/img/gallery/the-hunger-games-the-ballad-of-songbirds-and-snakes-ending-explained-snow-always-lands-on-top/l-intro-1700071047.jpg,2023-11-16T22:00:00Z,"This article contains major spoilers for ""The Hunger Games: the Ballad of Songbirds and Snakes.""
Welcome to the 10th annual Hunger Games! The methods are cruder (and crueler), the batch of unwilling… [+1677 chars]"
abc-news,ABC News,"HELENA ALVES Associated Press, ALEX TURNBULL Associated Press","One of Napoleon's signature hats on auction in France could fetch upwards of $650,000","One of the signature broad, black bicorne hats that Napoleon Bonaparte wore when he ruled 19th-century France and waged war in Europe is expected to fetch more than half a million euros (dollars) at auction",https://abcnews.go.com/International/wireStory/napoleons-signature-bicorne-hats-auction-france-fetch-upwards-104981457,https://i.abcnewsfe.com/a/a8f9483e-4ee1-4959-99c4-96e01a4a6de1/wirestory_f2e27d28718641e61f859481289dee8c_16x9.jpg?w=992,2023-11-17T17:26:24Z,"FONTAINEBLEAU, France -- One of the signature broad, black bicorne hats that Napoleon Bonaparte wore when he ruled 19th-century France and waged war in Europe is expected to fetch upwards of 600,000 … [+2168 chars]"
,ComingSoon.net,Devanshi Basu,Animal Day 4 Box Office Collection: Ranbir Kapoor Movie Set To Cross $35 Million Mark,"Ranbir Kapoor’s latest movie, Animal, is proving to be a roaring success at the box office. It is setting new benchmarks with its fourth-day collections. The movie, which made its theatrical debut on December 1, 2023, is set to cross the $35 million mark at t…",https://www.comingsoon.net/indian/news/1426029-animal-day-4-box-office-collection-ranbir-kapoor-movie-set-to-cross-35-million-mark,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/12/Untitled-design-2023-12-05T125135.645.png?resize=1200,630",2023-12-05T07:48:30Z,"Ranbir Kapoorslatest movie, Animal, is proving to be a roaring success at the box office. It is setting new benchmarks with its fourth-day collections. The movie, which made its theatrical debut on D… [+1766 chars]"
,Screen Rant,Zak Wojnar,Due Justice Interview: Efren Ramirez On His Hard Boiled Detective & The Endearing Cult Of Pedro,"Screen Rant interviews Efren Ramirez about the themes behind his new film, Due Justice, and the continuing legacy of Pedro from Napoleon Dynamite.",https://screenrant.com/due-justice-movie-efren-ramirez-interview/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/12/efranramirez_duejustice_yt.jpg,2023-12-04T14:30:23Z,"Summary
<ul><li> Efren Ramirez stars alongside Kellan Lutz and Jeff Fahey in Due Justice, a vigilante action thriller with standout performances. </li><li> Ramirez plays Detective Santiago, a burned… [+8592 chars]"
time,Time,Stephanie Zacharek,"Napoleon Is a Big, Messy Pageant, With Joaquin Phoenix as Its Dad-Humor Emperor","Ridley Scott's historical epic is sometimes boring and pretentious and often a little silly, but there's still something compelling about it. Read TIME's review.",https://time.com/6338326/napoleon-movie-review/,https://api.time.com/wp-content/uploads/2023/11/NAPO_Feature_FP_00818_2000x826_thumbnail.jpg?quality=85,2023-11-22T13:30:00Z,"Trust no onenot even mewho tries to tell you Ridley Scotts Napoleon is any good. Good is perhaps not the word to use. Napoleon is a sprawl, a messy pageant, a little crazy and yet perhaps not crazy e… [+6255 chars]"
,Biztoc.com,variety.com,"‘Napoleon’ Rules U.K., Ireland Box Office","Sony’s magnum opus “Napoleon,” directed by Ridley Scott, debuted atop the U.K. and Ireland box office with a regal £5.2 million ($6.6 million), according to numbers from Comscore. In its second weekend, Lionsgate’s “The Hunger Games: The Ballad Of Songbirds A…",https://biztoc.com/x/6455de2cead91236,https://c.biztoc.com/p/6455de2cead91236/s.webp,2023-11-28T12:54:08Z,"Sonys magnum opus Napoleon, directed by Ridley Scott, debuted atop the U.K. and Ireland box office with a regal £5.2 million ($6.6 million), according to numbers from Comscore.In its second weekend, … [+279 chars]"
,Deadline,anthonypauldalessandro,‘Hunger Games: Ballad Of Songbirds & Snakes’ Looks To Sing $100M+ Worldwide Opening – Preview,"In what will be a revived week for moviegoing post actors strike heading into the Thanksgiving holiday, Lionsgate’s The Hunger Games: The Ballad of Songbirds & Snakes is looking to lead a global frame with a $100M+ start. The pic is one of four big studio wid…",https://deadline.com/2023/11/hunger-games-ballad-of-songbirds-and-snakes-box-office-opening-1235612652/,https://deadline.com/wp-content/uploads/2023/11/boss-unit-220809-00560-r-e1700063337601.jpg?w=1024,2023-11-15T17:03:31Z,"In what will be a revived week for moviegoing post actors strike heading into the Thanksgiving holiday, Lionsgate’sThe Hunger Games: The Ballad of Songbirds &amp; Snakes is looking to lead a global f… [+5752 chars]"
,/FILM,staff@slashfilm.com (Danielle Ryan),The One Thing Jennifer Lawrence Refused To Do For The Hunger Games,"Jennifer Lawrence refused to lose weight for The Hunger Games, knowing her character, Katniss Everdeen, would be a role model for many young people.",https://www.slashfilm.com/1452661/the-hunger-games-jennifer-lawrence-refused-weight-loss/,https://www.slashfilm.com/img/gallery/the-one-thing-jennifer-lawrence-refused-to-do-for-the-hunger-games/l-intro-1700597274.jpg,2023-11-27T06:00:56Z,"When Lawrence was set to play Katniss Everdeen, the hero at the center of ""The Hunger Games,"" she was asked to lose weight and she refused, telling SciFiNow:
""In the first movie, when it was obvious… [+1045 chars]"
,Forbes,"Jeff Conway, Senior Contributor, 
 Jeff Conway, Senior Contributor
 https://www.forbes.com/sites/jeffconway/",‘The Hunger Games: The Ballad Of Songbirds And Snakes’ Hits On A High Note,"With its strong cast and filmmakers, the new ""Hunger Games"" film tells the origin story of how President Snow came into power and the people who impacted his journey.",https://www.forbes.com/sites/jeffconway/2023/11/09/the-hunger-games-the-ballad-of-songbirds-and-snakes-hits-on-a-high-note/,"https://imageio.forbes.com/specials-images/imageserve/654c7d88e9f38fe350cf2ed1/0x0.jpg?format=jpg&crop=1500,844,x0,y14,safe&height=900&width=1600&fit=bounds",2023-11-09T19:00:03Z,"Tom Blythe as Coriolanus Snow and Rachel Zegler as Lucy Gray Baird in ""The Hunger Games: The Ballad ... [+] of Songbirds and Snakes""
Lionsgate
Following the global phenomenon of the original Hunger… [+6096 chars]"
ign,IGN,Scott Collura,Why The Hunger Games Matters Now More Than Ever,"With the prequel movie The Ballad of Songbirds and Snakes hitting theaters, we're looking at why The Hunger Games is more relevant now than ever.",https://www.ign.com/articles/why-the-hunger-games-matters-now-more-than-ever,https://assets-prd.ignimgs.com/2023/11/17/hungergames-blogroll-1700179653585.jpg?width=1280,2023-11-17T15:06:00Z,The Hunger Games is back on the tip of our tongues as the long-awaited prequel The Ballad of Songbirds and Snakes arrives on November 17. Its a different world than the one where we met Katniss Everd… [+11059 chars]
,Neatorama.com,Miss Cellania,Napoleon's Plan to Retire in America,"For most Americans, Napoleon Bonaparte's dealings with the United States began in 1800 when he acquired the Louisiana territory from Spain, and then while depressed about the Haitian Revolution, turned around and sold it to the US for $15 million, or about th…",https://www.neatorama.com/2023/11/28/Napoleons-Plan-to-Retire-in-America/,https://uploads.neatorama.com/images/posts/911/123/123911/1701224736-0.jpg,2023-11-29T02:25:36Z,"For most Americans, Napoleon Bonaparte's dealings with the United States began in 1800 when he acquired the Louisiana territory from Spain, and then while depressed about the Haitian Revolution, turn… [+934 chars]"
,/FILM,staff@slashfilm.com (Ethan Anderton),"The Marvels Star Iman Vellani Talks Working With Kittens, Young Avengers & More [Exclusive Interview]","We spoke with The Marvels star Iman Vellani about working with kittens, teasing the Young Avengers, deleted scenes, and who her own personal Captain Marvel is.",https://www.slashfilm.com/1446432/the-marvels-iman-vellani-interview-kittens-young-avengers-credits-scene/,https://www.slashfilm.com/img/gallery/the-marvels-star-iman-vellani-talks-working-with-kittens-young-avengers-more-exclusive-interview/l-intro-1699981867.jpg,2023-11-14T18:00:31Z,"I have to say, I'm so glad that the actors' strike ended and you were able to talk about this movie. Because after seeing how great you were in it, I was just like, ""Man, it would be a total bummer i… [+3204 chars]"
,Rolling Stone,Sage Anderson,Where to Stream All the ‘Hunger Games’ Films Before You Watch ‘Ballad of Songbirds and Snakes’,The full dystopian franchise is available to watch online — here's how to catch up on all the films before you see the prequel in theaters,https://www.rollingstone.com/product-recommendations/lifestyle/where-to-watch-every-hunger-games-film-online-streaming-1234902500/,https://www.rollingstone.com/wp-content/uploads/2018/06/rs-179609-MCDHUGA_EC091_H.jpg?w=1600&h=900&crop=1,2023-11-30T20:30:09Z,"If you purchase an independently reviewed product or service through a link on our website, Rolling Stone may receive an affiliate commission.
Quick Answer: Watch The Hunger Games online with Peacoc… [+4239 chars]"
,/FILM,staff@slashfilm.com (Ryan Scott),Disney's Wish Was A Big Disappointment At The Box Office - But Don't Count It Out Yet,"Disney&amp;#39;s Wish looks like a box office flop at a glance, but there&amp;#39;s precedent suggesting it could become a winner in the weeks ahead.",https://www.slashfilm.com/1455842/disneys-wish-box-office-disappointment-dont-count-it-out-yet/,https://www.slashfilm.com/img/gallery/disneys-wish-was-a-big-disappointment-at-the-box-office-but-dont-count-it-out-yet/l-intro-1701106675.jpg,2023-11-27T18:00:29Z,"Walt Disney Animation Studios released its latest original film during the Thanksgiving holiday in the form of ""Wish."" In the lead-up to the release, it was presumed that Disney's latest was going to… [+1606 chars]"
ign,IGN,Amelia Emberwing,Taylor Swift Is Reminding Studio Heads How Movie Releases Should Work,"The Taylor Swift Eras Tour concert film will be headed to VOD soon. With the news, the pop star has reminded Hollywood execs about what the distribution model is supposed to look like.",https://www.ign.com/articles/taylor-swift-is-reminding-studio-heads-how-movie-releases-should-work,https://assets-prd.ignimgs.com/2023/11/29/taytaymovie-columns-1701243202537.jpg?width=1280,2023-11-29T16:30:00Z,"When Taylor Swift announced that she would be releasing a taping of her wildly popular Eras tour in theaters across the world, studio heads were pretty pissed
. The singer-songwriter worked directly… [+9185 chars]"
,ComingSoon.net,Neil Bolt,Imaginary: New Blumhouse Horror Stars DeWanda Wise,"Lionsgate and Blumhouse have revealed that DeWanda Wise will star in and executive produce Blumhouse Productions’ upcoming horror movie Imaginary. Imaginary Gets a Little More Real Wise has previously starred in The Harder They Fall, alongside Idris Elba, LaK…",https://www.comingsoon.net/movies/news/1394885-imaginary-dewanda-wise,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/11/imaginary-dewanda-wise.jpg?resize=1200,630",2023-11-08T14:13:10Z,"Lionsgate and Blumhouse have revealed that DeWanda Wise will star in and executive produce Blumhouse Productions upcoming horror movie Imaginary.
Wise has previously starred in The Harder They Fall,… [+1537 chars]"
,/FILM,staff@slashfilm.com (Rafael Motamayor),"Post-Endgame Marvel Finally Has A Unifying Theme, And It's Not The Multiverse","Believe it or not, there&amp;#39;s a unifying theme in the latest wave of MCU entries, including The Marvels. And no, we&amp;#39;re not talking about the Multiverse.",https://www.slashfilm.com/1441885/post-endgame-marvel-has-a-unifying-theme/,https://www.slashfilm.com/img/gallery/post-endgame-marvel-finally-has-a-unifying-theme-and-its-not-the-multiverse/l-intro-1699491436.jpg,2023-11-10T17:00:00Z,"The first time this theme really showed up in Phase 4 was in ""Spider-Man: No Way Home,"" where it was the entire core of the movie and its raison d'etre. Peter Parker tries to do it all and save every… [+1294 chars]"
,The Atlantic,David Sims,An Enjoyable Extravaganza About … Napoleon?,Ridley Scott’s take on the French leader is a sample platter of big battles and bristling insecurities.,https://www.theatlantic.com/culture/archive/2023/11/napoleon-movie-review/676082/?utm_source=feed,,2023-11-22T13:00:00Z,"When it comes to battle tactics, Napoleon Bonaparte (as played by Joaquin Phoenix) is very gun forward. There are few conflicts he marches into that don’t involve the firing of many cannons, an insti… [+4851 chars]"
,Gizmodo.com,James Whitbrook,Loki's Michael Waldron Will Now Also Write Avengers: Kang Dynasty Too,"As Marvel looks to refocus the creative teams behind its far-flung Avengers duology in the wake of director Destin Daniel Cretton’s departure, the studio has reportedly decided that why not make the man already writing an Avengers movie, write another Avenger…",https://gizmodo.com/avengers-kang-michael-waldron-secret-wars-marvel-mcu-1851051284,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/1ee06e6a4f6be359893dfa954cf2e855.png",2023-11-27T21:35:00Z,"As Marvel looks to refocus the creative teams behind its far-flung Avengers duology in the wake of director Destin Daniel Crettons departure, the studio has reportedly decided that why not make the m… [+1411 chars]"
,/FILM,staff@slashfilm.com (Jeremy Mathai),"Dive Into The New Trailer For Night Swim, The Horror Movie About An Evil Swimming Pool","The trailer for Universal/Blumhouse&amp;#39;s new horror movie, Night Swim, features an evil force lurking in the seemingly idyllic depths of a family&amp;#39;s swimming pool.",https://www.slashfilm.com/1458070/night-swim-trailer-horror-movie-evil-swimming-pool/,https://www.slashfilm.com/img/gallery/dive-into-the-new-trailer-for-night-swim-the-horror-movie-about-an-evil-swimming-pool/l-intro-1701276906.jpg,2023-11-29T16:59:33Z,"Well, it's safe to say you'll never catch me playing Marco Polo ever again. ""Night Swim"" comes from writer and director Bryce McGuire and is based on the filmmaker's own 2014 short film, telling the … [+1489 chars]"
time,Time,Moises Mendez II,Breaking Down the Ending of The Marvels,The end of the Marvels suggests that big things are coming to the Marvel Cinematic Universe. Here's what happened and what it all means.,https://time.com/6333664/the-marvels-ending-explained/,https://api.time.com/wp-content/uploads/2023/11/KDR1740_comp_WYE_v007.1072.jpg?quality=85,2023-11-10T14:00:00Z,"In The Marvels, directed by Nia DaCosta, Captain Marvel (Brie Larson), Monica Rambeau (Teyonah Parris), and Ms. Marvel (Iman Vellani) team up to take down Dar-Benn, a Kree revolutionary who is travel… [+3097 chars]"
,ComingSoon.net,Jeff Ames,Box Office Results: Hunger Games Prequel Rises to the Top as Marvels Sinks,"There are plenty of pros and cons at the box office this week. We’ll start with the good news. The Hunger Games prequel, The Ballad of Songbirds & Snakes, opened with a decent but not spectacular $44 million, enough to propel the Francis Lawrence-directed pic…",https://www.comingsoon.net/movies/news/1407231-box-office-results-hunger-games-prequel-rises-to-the-top-as-marvels-sinks,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/11/Songbirds.png?resize=1200,630",2023-11-19T22:12:24Z,"There are plenty of pros and cons at the box office this week. Well start with the good news. The Hunger Games prequel, The Ballad of Songbirds &amp; Snakes, opened with a decent but not spectacular … [+2660 chars]"
,Dark Horizons,Garth Franklin,“Hunger Games” Prequel Wins Thanksgiving,Lionsgate’s “The Hunger Games: The Ballad of Songbirds and Snakes” looks set to emerge as the victor of the Thanksgiving holiday box-office. The film is set to beat both Disney’s animated adventure “Wish” and Apple and Sony’s historical epic “Napoleon” after …,https://www.darkhorizons.com/hunger-games-prequel-wins-thanksgiving/,https://cdndark.darkhorizons.com/wp-content/uploads/2023/11/hunger-games-prequel-wins-thanksgiving.jpg,2023-11-25T19:52:49Z,"Lionsgate’s “The Hunger Games: The Ballad of Songbirds and Snakes” looks set to emerge as the victor of the Thanksgiving holiday box-office.
The film is set to beat both Disney’s animated adventure … [+1443 chars]"
,/FILM,staff@slashfilm.com (Ryan Scott),The Marvels To Finish Box Office Run As Lowest-Grossing MCU Movie Ever,"Disney will cease reporting box office numbers for The Marvels after just four weekends, as the MCU movie limps towards the finish line.",https://www.slashfilm.com/1461809/marvels-box-office-lowest-grossing-mcu/,https://www.slashfilm.com/img/gallery/the-marvels-to-finish-box-office-run-as-lowest-grossing-mcu-movie-ever/l-intro-1701710991.jpg,2023-12-04T18:00:49Z,We will be analyzing what went wrong here for years to come but let's be clear: there is nothing to celebrate. It's bad for movie theaters that were depending on this movie to help keep ticket sales … [+1563 chars]
,Twistedsifter.com,Matthew Gilligan,‘This feels very Hunger Games.’ Walmart Shopper Gets An Order Dropped From The Sky By A Drone,I can't wait until I can do this where I live!,http://twistedsifter.com/2023/11/this-feels-very-hunger-games-walmart-shopper-gets-an-order-dropped-from-the-sky-by-a-drone/,https://twistedsifter.com/wp-content/uploads/2023/11/TikTokDroneDrop.png,2023-11-30T09:36:57Z,"I don’t know about you, but I simply can’t wait until drone delivery is available where I live.
I have no idea if or when that’s going to happen, but I’m ready for it!
A woman named Sarah posted a … [+1308 chars]"
,/FILM,staff@slashfilm.com (Jeremy Mathai),Taika Waititi's Next Goal Wins Is 2023's Latest Box Office Bomb,"Despite its low budget, Taika Waititi&amp;#39;s delayed sports comedy Next Goal Wins is unlikely to recoup its costs at the box office. But what went wrong, exactly?",https://www.slashfilm.com/1451305/taika-waititi-next-goal-wins-box-office-bomb/,https://www.slashfilm.com/img/gallery/taika-waititis-next-goal-wins-is-2023s-latest-box-office-bomb/l-intro-1700500983.jpg,2023-11-20T19:00:13Z,"Is it fair to say that Taika Waititi has lost a bit of his luster lately? Once having flown high on the strength of his early indies (""Eagle vs Shark,"" ""Boy,"" and ""What We Do in the Shadows"" hive ris… [+1591 chars]"
,/FILM,staff@slashfilm.com (Ben Pearson),"Next Goal Wins Feels Like A '90s Throwback, But It Forgot One Crucial Component","Taika Waititi built his career on making great hang out films featuring memorable characters. With Next Goal Wins, he abandoned that approach - and it cost him.",https://www.slashfilm.com/1451546/next-goal-wins-90s-throwback-forgot-crucial-component/,https://www.slashfilm.com/img/gallery/next-goal-wins-feels-like-a-90s-throwback-but-it-forgot-one-crucial-component/l-intro-1700508081.jpg,2023-11-20T22:10:18Z,"In films like ""What We Do in the Shadows"" and ""Hunt for the Wilderpeople,"" Waititi excelled at highlighting supporting casts that felt like real human beings (or aliens, or vampires, depending on the… [+1571 chars]"
,Screen Rant,Zak Wojnar,Due Justice Interview: Efren Ramirez On His Hard Boiled Detective & The Endearing Cult Of Pedro,"Screen Rant interviews Efren Ramirez about the themes behind his new film, Due Justice, and the continuing legacy of Pedro from Napoleon Dynamite.",https://screenrant.com/due-justice-movie-efren-ramirez-interview/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/12/efranramirez_duejustice_yt.jpg,2023-12-04T14:30:23Z,"Summary
<ul><li> Efren Ramirez stars alongside Kellan Lutz and Jeff Fahey in Due Justice, a vigilante action thriller with standout performances. </li><li> Ramirez plays Detective Santiago, a burned… [+8592 chars]"
